# This file was created for the Modelling and Simulation course, RUG (September-November 2019).
#
# Project: Simulate colliding galaxies, using Barnes-Hut algorithm.
#
# Students:
#     Stefan Evanghelides (s2895323)
#     Hidde Folkertsma (s2759799)
#
# Galaxy  X          Y          Z          DX      DY      DZ
    1 ;177332.370;789575.135;789001.465;-366.1041;-58.6136;-62.9524;
    1 ;554752.064;467500.832;463627.944;627.4411;-4567.5363;-4657.1264;
    1 ;76181.980;566080.626;563319.851;-536.5702;598.6321;587.4793;
    1 ;721418.630;766231.507;765707.546;-223.3283;-105.4027;-111.2752;
    1 ;625099.452;556386.782;528561.621;662.2888;1710.2203;299.0775;
    1 ;518763.254;484296.518;481961.957;-9266.6355;4142.1479;6850.9462;
    1 ;493264.672;474254.350;460199.438;1651.0380;1719.5838;1998.0696;
    1 ;564987.134;792445.269;791756.171;-683.1820;86.8336;79.3949;
    1 ;548934.143;497999.761;490702.447;-6470.4170;-22.9128;190.1140;
    1 ;673768.701;505314.077;496713.319;-2404.1723;-918.2185;-857.1417;
    1 ;502916.744;493114.529;487953.107;1237.6248;-3047.2772;-3245.9427;
    1 ;556828.933;452745.271;448111.490;-2167.7362;-2397.8614;-1915.1052;
    1 ;528694.044;454838.443;451108.915;-2083.9318;3468.8393;4777.5795;
    1 ;552129.237;497232.167;490882.890;-8113.1149;1120.8999;1059.2381;
    1 ;700005.933;480265.186;467703.713;-1589.0891;-504.2545;-313.8254;
    1 ;239612.551;748915.436;747716.848;-595.3218;-471.9571;-484.3286;
    1 ;487369.790;469391.829;471790.075;339.7280;-1269.6484;-3000.9773;
    1 ;348523.937;514753.658;500137.575;-2711.6295;-383.3196;-1112.4113;
    1 ;506183.027;481174.122;478797.050;1206.8753;-2351.1253;-2037.6169;
    1 ;330721.640;278439.297;261558.099;365.9414;-665.9699;-696.9520;
    1 ;602186.704;496627.582;484413.400;-1447.0018;396.5693;449.6497;
    1 ;500246.802;467389.039;475135.488;-6414.2254;-1346.3670;-3271.1307;
    1 ;462163.730;520262.224;499787.715;-1636.2529;-1151.7671;-1615.1133;
    1 ;622770.949;462920.519;446382.714;-156.2415;993.2110;536.8966;
    1 ;561953.639;490280.663;485825.316;891.6465;3005.8251;1639.9031;
    1 ;518746.290;478822.871;475237.029;1346.3032;3803.3070;4809.8560;
    1 ;601162.149;505750.953;491536.843;1057.1824;-382.1249;-1014.9659;
    1 ;528615.689;464487.280;458045.519;2003.9147;5010.7619;5670.3856;
    1 ;558428.947;772366.501;767489.721;95.2025;367.5466;374.6908;
    1 ;398350.831;508458.896;487506.644;390.8533;1950.4759;2158.1762;
    1 ;356775.190;450419.707;432198.312;-3454.4359;120.7815;-1076.5661;
    1 ;530124.708;455916.454;449657.890;-2273.7780;2252.6374;3437.8887;
    1 ;493712.886;479248.815;474448.564;5401.1870;-757.0872;-1632.5902;
    1 ;491689.863;500933.994;502440.664;-1583.1312;59.1935;-1018.7851;
    1 ;278918.183;494944.366;483428.909;1200.3690;708.6879;853.4159;
    1 ;520753.500;493530.604;492685.392;-156.4428;-845.7992;-1018.8593;
    1 ;477258.579;471799.141;456737.732;-530.2179;1951.0383;-157.2492;
    1 ;516648.883;477804.899;479122.385;-5778.3531;-2499.0498;1110.5833;
    1 ;480596.171;433881.847;419845.578;2623.6645;4591.6674;4026.5438;
    1 ;538275.157;477857.544;477752.114;-1236.7862;72.9606;-2663.1643;
    1 ;462742.649;387030.032;374591.303;742.0136;1117.5890;970.3664;
    1 ;417080.766;516052.113;506202.284;2461.1923;959.5083;1577.2446;
    1 ;472164.927;506810.351;504821.503;-1965.0127;2425.8881;1945.8946;
    1 ;501407.744;484787.107;483410.934;-988.4181;1293.4934;1262.0318;
    1 ;859256.302;253193.281;252482.937;-327.5793;130.5862;123.0382;
    1 ;681245.000;582204.694;557787.552;-159.5628;577.8547;381.1449;
    1 ;497486.090;479420.980;476989.071;20.9762;-672.3721;-502.3000;
    1 ;497581.799;508281.517;500905.774;-1251.5387;-804.5846;-2327.1043;
    1 ;616925.160;475062.563;462671.356;-3054.4719;1353.2019;1900.9925;
    1 ;596799.381;469020.338;460432.869;-852.5617;-2768.0674;-2372.8889;
    1 ;540327.604;488795.554;492040.515;1193.7853;1035.9638;966.6033;
    1 ;678097.283;514486.842;501248.489;-3542.4342;-739.4875;-918.9783;
    1 ;495251.884;492015.822;492874.190;-8895.4752;1352.8681;2095.0744;
    1 ;718432.372;556778.203;545586.292;477.2447;-799.3732;-893.8428;
    1 ;440641.848;486580.842;473022.077;1984.8272;3028.9478;3668.0576;
    1 ;203547.631;356165.173;351858.770;342.0394;215.1927;187.0602;
    1 ;486612.236;534514.899;517436.999;1209.1967;-621.3521;-887.5569;
    1 ;421178.507;536142.581;524628.025;-376.5610;1105.0290;658.4278;
    1 ;512780.979;467704.350;462916.548;6244.3791;-756.4590;126.0392;
    1 ;513025.441;460805.703;461625.268;3864.8974;-765.4269;-922.9059;
    1 ;477375.600;506153.837;501990.482;-2194.4953;3354.8861;1155.5228;
    1 ;502310.528;477990.396;476944.383;2737.1813;-660.3956;-313.8369;
    1 ;547779.827;436927.424;429794.388;591.8730;-1125.1522;-2787.2657;
    1 ;525811.568;497070.179;491140.263;-2054.8922;-5609.8379;-2092.9353;
    1 ;496947.827;477962.328;469536.700;1180.4635;2819.7081;4190.1786;
    1 ;515411.931;472437.732;471218.861;2224.1085;-2283.8793;-1792.7718;
    1 ;511258.844;619511.511;607259.652;-1930.1222;-1366.3230;-1475.1806;
    1 ;514041.008;548366.981;529775.774;-1637.3329;1078.3995;94.2680;
    1 ;445013.130;456161.863;442238.966;1023.7377;3272.1213;2853.6316;
    1 ;438587.049;417378.442;396627.419;-1137.7756;-26.2362;-542.7637;
    1 ;445320.142;524315.954;514314.409;2603.8067;63.6257;157.5746;
    1 ;386072.737;713357.332;711930.081;-373.8897;-538.6972;-581.0836;
    1 ;460470.439;486213.094;473905.446;2567.3475;913.2599;2041.1421;
    1 ;589551.711;399506.649;383469.726;-681.5147;1013.1185;1001.2042;
    1 ;536709.239;437135.105;426513.566;-302.8502;50.2373;-628.6096;
    1 ;479618.669;506146.339;490931.374;3157.4478;1736.2409;2012.6080;
    1 ;496899.623;484242.553;482175.115;-1412.8865;1055.9331;1000.3467;
    1 ;507801.979;480623.820;473773.301;3163.6344;2521.9085;4586.7700;
    1 ;480707.635;534814.761;515449.675;2252.8307;-1824.6189;-1584.1942;
    1 ;524003.621;488128.013;487974.360;4931.5452;155.3185;1378.3866;
    1 ;552508.719;478696.359;483702.485;9227.7774;-2278.3554;-297.7871;
    1 ;568175.040;485829.593;481592.450;5304.1423;733.9064;-1381.6450;
    1 ;498621.035;476096.028;474946.352;1865.8359;2472.0098;4996.3571;
    1 ;501814.532;478173.949;477083.848;-4736.5765;3516.1048;5115.6886;
    1 ;531703.978;479383.748;476617.082;-3365.5807;-1596.7310;355.0932;
    1 ;653567.010;748315.667;747227.017;-458.2883;-240.9237;-252.6120;
    1 ;271726.409;226147.666;224405.937;819.1160;780.9671;741.3238;
    1 ;581064.487;440304.796;425248.502;-675.9058;774.2464;1001.6787;
    1 ;568269.069;500847.091;489089.982;2827.9162;-4604.9808;-4452.6631;
    1 ;588610.575;481233.968;480039.135;2825.4454;2807.2299;3237.0971;
    1 ;560591.679;642280.920;620280.349;-314.3693;-132.6707;261.7565;
    1 ;416298.873;502771.596;491319.393;-1245.4870;-2626.3229;-2491.7190;
    1 ;522344.490;452090.288;443136.174;-1988.0363;949.5826;1254.5522;
    1 ;483569.264;439330.142;426484.518;1261.3016;2050.5616;2448.8757;
    1 ;551383.395;457143.579;466706.252;6983.6367;-4318.2810;-2073.2627;
    1 ;497140.100;495753.453;493461.809;-2604.3637;645.9554;312.3014;
    1 ;511440.610;533234.182;518092.949;3108.1006;-463.5283;-1122.9089;
    1 ;470784.837;478985.541;476636.497;-1226.9317;-127.9857;-2565.2989;
    1 ;515141.786;433590.596;419416.606;2824.2697;-994.8134;-2561.2525;
    1 ;492461.721;444949.207;439773.136;481.3177;-2025.1886;-4080.8852;
    1 ;538392.922;477407.660;482154.205;3555.6261;-1708.3026;-704.5926;
    1 ;556735.157;497139.876;486906.095;-3615.2261;-872.4436;2.6238;
    1 ;471909.326;562844.723;555020.921;1484.3675;798.5652;627.6233;
    1 ;439834.956;545396.225;537346.425;3626.3237;713.3886;518.5739;
    1 ;496720.472;482640.136;483154.178;-1405.0976;3220.7194;3428.8397;
    1 ;521577.365;487497.967;486864.446;976.4982;-1576.6712;-1437.2436;
    1 ;536318.086;482799.068;479304.536;-1905.7708;-1427.8107;-2828.4441;
    1 ;465270.783;498664.125;482068.158;-694.4078;1810.5435;-400.6083;
    1 ;533441.670;484352.477;487493.239;4613.7201;480.2256;3094.5136;
    1 ;529512.263;481639.820;482814.108;-3088.8642;6322.9410;7192.0676;
    1 ;503444.063;515880.381;507312.527;-4579.6423;-609.9910;-1249.4880;
    1 ;841844.476;572984.502;549386.716;1180.3143;676.8904;462.9964;
    1 ;337276.911;522001.623;515968.205;2605.9968;27.5381;-86.2779;
    1 ;486210.441;497390.343;486209.966;4261.9423;-690.2059;188.0400;
    1 ;614502.341;462761.447;454790.473;-3475.5083;1718.3594;1556.5604;
    1 ;525498.232;532431.718;508833.288;-244.4497;-3595.2131;-2078.4668;
    1 ;809029.693;569534.091;546316.412;545.0066;662.1888;662.9319;
    1 ;617617.265;456094.840;448749.343;765.1956;-1677.0961;-1860.4685;
    1 ;534674.455;485332.882;487914.767;5259.6261;1926.9485;3400.5859;
    1 ;523976.485;483101.521;484756.630;-6079.0729;-3364.6102;137.8002;
    1 ;556501.374;759302.881;758072.145;-387.6305;-380.4023;-397.1296;
    1 ;513785.336;478118.404;477871.743;-3107.0949;-273.3190;-648.3238;
    1 ;514653.613;438442.719;425776.950;5148.0517;24.8665;-661.4408;
    1 ;499438.550;492536.738;497974.858;-1152.6193;2731.2041;3435.2882;
    1 ;525509.955;478801.073;479369.765;1343.1749;-2673.8787;-2466.0119;
    1 ;476720.451;473106.864;464828.429;186.0473;673.1065;-653.0026;
    1 ;965928.874;621633.898;618616.502;118.2532;53.9523;41.0185;
    1 ;510423.572;484292.954;483403.898;763.3668;-569.0008;-377.1263;
    1 ;520044.198;592049.828;580720.628;-1796.0113;-2300.8577;-2627.8885;
    1 ;555722.838;489662.575;484937.914;3593.8396;515.1902;-1305.3055;
    1 ;537041.032;556064.228;539704.844;-459.6051;-2204.8770;-1880.4474;
    1 ;721123.453;529682.090;521840.138;-1532.8724;-336.9240;-497.8190;
