# This file was created for the Modelling and Simulation course, RUG (September-November 2019).
#
# Project: Simulate colliding galaxies, using Barnes-Hut algorithm.
#
# Students:
#     Stefan Evanghelides (s2895323)
#     Hidde Folkertsma (s2759799)
#
#     X         Y         Z         DX        DY        DZ
236185.861;493637.203;493636.940;36.2055;366.6014;366.5916;
206770.556;591375.598;591375.883;-52.6465;450.7220;450.7295;
190364.911;461085.927;461085.576;150.5775;281.7775;281.7793;
180766.879;517670.387;517671.292;334.0880;6.8913;6.8852;
246128.109;528506.907;528507.390;673.9965;553.6852;553.6649;
224703.712;523191.451;523191.862;173.3353;473.0148;473.0074;
233660.652;456783.725;456782.675;-14.4226;104.1578;104.1519;
225045.938;501580.547;501581.217;-7.5550;397.3766;397.3856;
204712.294;499880.597;499881.351;-100.9510;270.8975;270.9063;
234893.774;490777.732;490778.721;106.8450;358.6487;358.6680;
286411.838;461956.997;461957.579;177.8419;-79.1926;-79.1945;
118741.427;534654.099;534654.990;9.2454;120.5662;120.5763;
250858.232;511790.980;511791.717;257.4989;-468.2484;-468.2415;
204573.124;499299.082;499299.913;69.6494;-438.2692;-438.2948;
212538.769;631262.055;631263.569;22.1359;632.7179;632.7222;
251524.052;537528.797;537528.676;-88.0470;441.4230;441.4140;
234313.553;509826.780;509827.139;66.3773;140.8785;140.8882;
255724.948;534166.356;534166.188;-402.1066;-143.5103;-143.5190;
304613.486;458431.005;458432.356;481.6288;-341.5950;-341.5843;
253597.594;509241.617;509241.667;-45.5551;-87.8981;-87.9096;
259457.821;447583.676;447583.086;172.7162;-274.2463;-274.2417;
240285.200;498396.342;498396.192;374.8310;-230.4419;-230.4455;
237000.300;514060.640;514061.185;786.6551;-25.2375;-25.2462;
237912.761;542366.412;542366.405;-16.1957;-358.2674;-358.2748;
229415.867;498818.817;498819.672;168.8977;-226.0807;-226.0831;
311141.003;511378.211;511380.887;307.1044;-18.1099;-18.1036;
453437.239;715591.217;715592.719;1620.4162;1434.5800;1434.5880;
247102.681;403436.341;403432.884;19.4301;140.7803;140.7762;
233705.305;561967.536;561967.789;406.0000;123.0463;123.0424;
285340.574;518778.029;518777.427;87.3101;350.5503;350.5493;
209172.706;524651.630;524652.160;133.2479;-99.0077;-99.0043;
194531.550;544619.718;544620.119;339.7818;65.0227;65.0142;
209534.189;496096.378;496097.741;-347.8754;273.0936;273.0908;
238054.222;494728.639;494730.013;450.8500;312.3482;312.3542;
255941.228;504263.268;504263.761;218.1851;9.9634;9.9637;
258745.698;505666.013;505666.606;-11.2765;-2.3739;-2.3722;
222055.496;503715.546;503715.289;-239.7814;566.5072;566.5544;
272242.289;502216.623;502216.843;204.8568;51.8966;51.8803;
244569.255;536758.185;536757.993;-554.4066;-124.8962;-124.8722;
200916.254;542472.594;542472.433;-150.3892;-91.4145;-91.4222;
236122.688;532803.676;532804.102;287.9011;286.8108;286.8087;
196975.544;529835.685;529835.385;-47.2493;-106.2007;-106.2050;
211463.413;585110.331;585110.159;-30.7530;387.2297;387.2333;
191569.419;616162.734;616163.460;-49.0295;327.2236;327.2267;
235341.019;510590.123;510590.679;349.8276;-131.5552;-131.5507;
182405.819;513236.392;513238.055;-2.5807;378.1400;378.1395;
218155.205;500776.448;500777.061;324.1569;310.8073;310.8061;
221506.200;510378.471;510378.871;-138.5838;342.4891;342.4960;
246571.544;565581.275;565581.739;137.9227;-44.4737;-44.4782;
228969.742;527732.028;527732.027;-320.2292;-33.2153;-33.2114;
246541.689;491276.703;491277.833;-605.4604;274.5280;274.5090;
246230.581;562745.278;562745.912;175.7075;122.9352;122.9570;
233364.856;504270.629;504270.839;134.4598;-214.5067;-214.5042;
211173.498;487852.323;487852.710;206.0340;-346.4463;-346.4426;
401066.915;833140.673;833145.946;1281.9954;2267.5025;2267.5442;
221889.105;431103.443;431101.629;-119.6007;289.3954;289.3916;
257411.152;494734.243;494735.042;109.5449;-43.9988;-44.0024;
226845.776;498420.308;498419.097;490.3490;-509.0636;-509.0702;
198778.409;521554.069;521554.059;26.5767;-101.2512;-101.2363;
245103.045;521390.928;521391.257;477.0575;13.4603;13.4633;
176751.336;527462.418;527463.072;-115.8932;-38.4958;-38.4902;
235292.789;516603.231;516603.833;157.3753;-251.4360;-251.4345;
171824.169;537758.630;537759.586;104.1988;-169.9251;-169.9386;
245001.208;530458.610;530459.166;-187.4239;802.8720;802.8742;
621765.681;743162.111;743159.620;1362.8661;807.0860;807.0784;
245415.828;524088.576;524088.790;365.6017;290.1429;290.1631;
605454.889;865866.036;865864.983;1111.9329;1015.7197;1015.7167;
237072.128;511139.608;511139.926;1081.6846;-278.3568;-278.3361;
229838.137;583485.735;583483.856;111.7450;704.9906;704.9693;
220392.583;502313.583;502314.551;217.2656;227.0075;226.9747;
222948.902;502577.697;502578.172;384.1951;-536.1153;-536.1094;
193973.817;523677.781;523679.130;-74.5534;-131.6918;-131.6893;
170015.692;539122.576;539123.284;-186.9926;277.3892;277.3938;
239206.297;508119.024;508119.814;-82.5387;136.7819;136.7793;
197021.880;538109.362;538109.798;149.7411;119.7371;119.7329;
233303.464;511859.062;511858.904;-201.0720;285.3234;285.3428;
244669.160;505213.558;505213.857;26.5921;87.5436;87.5469;
241669.869;510339.474;510340.101;13.2088;69.3590;69.3580;
229152.851;509458.410;509459.164;-299.8182;136.2375;136.2310;
240561.527;575607.272;575607.116;-40.3789;183.4140;183.4060;
219009.710;496247.074;496247.657;-337.5270;615.1442;615.1562;
233543.596;509275.089;509275.566;374.2996;-176.9034;-176.8913;
158199.137;542022.751;542023.341;468.3505;63.4198;63.4242;
220857.113;521012.455;521013.076;790.3973;-65.1355;-65.1497;
239759.335;512492.405;512492.572;-149.7194;-209.0982;-209.1306;
185604.777;535618.153;535618.222;63.7435;176.1577;176.1644;
243650.678;487218.726;487218.848;272.5416;36.6196;36.6075;
204413.126;520468.506;520468.489;125.0515;-28.4076;-28.4014;
205880.706;502332.215;502331.964;628.0361;541.5933;541.6113;
215339.117;541490.581;541490.600;222.0955;-351.1718;-351.1738;
218561.999;490362.233;490361.133;286.5066;-326.1545;-326.1550;
205146.680;455393.980;455394.761;262.7641;-411.9629;-411.9774;
240552.677;533172.467;533173.508;-161.0542;-248.8175;-248.8075;
235874.232;521936.962;521937.752;870.1315;737.7392;737.7350;
182799.885;460521.310;460521.709;84.2167;144.2768;144.2839;
265728.533;508023.160;508021.635;417.0444;545.5958;545.6035;
837482.105;559979.547;559978.751;396.0567;431.5991;431.5971;
785121.746;471308.870;471309.800;-337.5767;-4.3742;-4.3784;
779388.686;466065.087;466065.492;37.0886;-84.2072;-84.2262;
845071.621;538880.733;538881.083;-235.3907;-293.9867;-293.9657;
788118.159;465561.769;465562.440;-195.4374;-197.8421;-197.8283;
834382.829;562095.346;562095.341;-31.3477;-210.8013;-210.8125;
855446.808;606302.524;606300.077;1.4294;58.6549;58.6610;
